OBJECTID,Shape,Block group id,EnviroAtlas Community Code,NO2_Hospital_Admissions_VValue of hospital admissions avoided due to nitrogen dioxide removed ($/yr),Asthma exacerbation avoided due to nitrogen dioxide removed (cases/yr),Value of asthma exacerbation cases avoided due to nitrogen dioxide removed ($/yr),Acute respiratory symptoms avoided due to ozone removed (cases/yr),Value of mortality avoided due to ozone removed ($/yr),School days not lost to illness due to ozone removed (days/yr),Value of school days not lost to illness due to ozone removed ($/yr),Acute respiratory symptoms avoided due to particulate matter [PM2.5] removed (cases/yr),Value of mortality avoided due to particulate matter [PM2.5] removed ($/yr),Asthma exacerbation avoided due to sulfur dioxide removed (cases/yr),Value of asthma exacerbation cases avoided due to sulfur dioxide removed ($/yr),Value of hospital admissions avoided due to sulfur dioxide removed ($/yr),Total Population,Population under 1 year old,Percent population under 1 year old,Population under 13 years old,Percent population under 13 years old,Population over 70 years old,Percent population over 70 years old,"Population other than White, non-Hispanic","Percent population other than White, non-Hispanic",Population with income below twice the US poverty level,Percent population with income below twice the US poverty level,Number of day care centers,Value of hospital admissions avoided due to nitrogen dioxide removed ($/yr),Number of schools (K-12),K-12 schools with < 25 percent green space in viewshed,Total carbon stored (kg),Total carbon sequestered (kg/yr),Value of carbon stored ($),Value of carbon sequestered ($/yr),Average reduction in nighttime ambient temperature (Celsius),Average reduction in daytime ambient temperature (Celsius),Carbon monoxide (kg/yr),Nitrogen dioxide (kg/yr),Ozone (kg/yr),Particulate matter [PM2.5] (kg/yr),Sulfur dioxide (kg/yr),Particulate matter [PM10] (kg/yr),"Value of health, ecosystem, and materials damage avoided due to particulate matter [PM10] removed ($/yr)","Value of health, ecosystem, and materials damage avoided due to carbon monoxide removed ($/yr)",Percent reduction in annual runoff,Reduction in annual runoff (m3/yr),Reduction in median load of total suspended solids [TSS] (kg/yr),Reduction in median biochemical oxygen demand [BOD5] (kg/yr),Reduction in median chemical oxygen demand [COD] (kg/yr),Reduction in median load of total phosphorus (kg/yr),Reduction in median load of soluble phosphorus (kg/yr),Reduction in median load of total Kjeldahl nitrogen [TKN] (kg/yr),Reduction in median load of nitrites and nitrates (kg/yr),Reduction in median load of copper (kg/yr),Reduction in mean load of total suspended solids [TSS] (kg/yr),Reduction in mean biochemical oxygen demand [BOD5] (kg/yr),Reduction in mean chemical oxygen demand [COD] (kg/yr),Reduction in mean load of total phosphorus (kg/yr),Reduction in mean load of soluble phosphorus (kg/yr),Reduction in mean load of total Kjeldahl nitrogen [TKN] (kg/yr),Reduction in mean load of nitrites and nitrates (kg/yr),Reduction in mean load of copper (kg/yr),Total carbon stored (mt),Total carbon sequestered (mt/yr),Percent tree cover,Percent impervious area,Percent green space,Percent agriculture,Percent wetlands,Tree cover per capita (m2/person),Impervious area per capita (m2/person),Green space per capita (m2/person),Agricultural land per capita (m2/person),Total land area in 50m buffer (m2),Percent land area in 50m buffer,Percent impervious area in 50m buffer,Percent tree cover in 50m buffer,Percent vegetated cover in 50m buffer,Total land area in 15m buffer (m2),Percent land area in 15m buffer,Percent impervious area in 15m buffer,Percent tree cover in 15m buffer,Percent vegetated cover in 15m buffer,Residential population within 300m of busy roadway with < 25 percent tree buffer,Residential population within 300m of busy roadway with > 25 percent tree buffer,Residential population within 300m of busy roadway,Percent of residential population within 300m of busy roadway,Percent of busy roadway bordered by > 25 percent tree buffer,Percent of busy roadway bordered by < 25 percent tree buffer,Residential population within 500m of a park entrance,Residential population not within 500m of a park entrance,Percent of residential population within 500m of a park entrance,Percent of residential population not within 500m of a park entrance,Residential population with minimal views of trees,Percent of residential population with minimal views of trees,Residential population with views of water,Percent of residential population with views of water,Number of historic places,Percent carbon monoxide removed annually by tree cover,Percent nitrogen dioxide removed annually by tree cover,Percent ozone removed annually by tree cover,Percent particulate matter [PM10] removed annually by tree cover,Percent particulate matter [PM2.5] removed annually by tree cover,Percent sulfur dioxide removed annually by tree cover,Daily domestic use (x1000 gal/day),bgrp,Land area in 1% Annual Chance Flood Hazard area - Area (m2),Land area in 1% Annual Chance Flood Hazard area - Percent,Land area in 0.2% Annual Chance Flood Hazard area - Area (m2),Land area in 0.2% Annual Chance Flood Hazard area - Percent,Impervious surface in 1% Annual Chance Flood Hazard area - Area (m2),Impervious surface in 1% Annual Chance Flood Hazard area - Percent,Impervious surface in 0.2% Annual Chance Flood Hazard area - Area (m2),Impervious surface in 0.2% Annual Chance Flood Hazard area - Percent,Population in 1% Annual Chance Flood Hazard area - Total,Population in 1% Annual Chance Flood Hazard area - Percent,Population in 0.2% Annual Chance Flood Hazard area - Total,Population in 0.2% Annual Chance Flood Hazard area - Percent,EnviroAtlas Community Name,State FIPS,County FIPS,Tract FIPS,ALAND10,AWATER10,ORIG_FID,x,y
1546,,390351161001,CleOH,24.5597201,0.342584746,28.6286825,0.261898536,1715.593633,0.150778907,14.80500909,0.145264349,4709.665093,0.079273634,6.238075544,18.2310792,461,8,1.735360026359558,128,27.76569938659668,48,10.412099838256836,461,100,356,87.90123456790123,0,-99999,1,0,234475.79,7561.768,18406.349515,593.598788,0.268191844225,0.495499819517,4.13310122176,35.2628290199,143.698878631,11.3547145956,36.4512157939,49.6394021355,352.2822273,6.23986124809,0.847448,204.931647,11.168775,2.356714,9.160445,0.053077,0.021108,0.30125,0.109229,0.002275,16.066641,2.889536,10.820391,0.064553,0.026436,0.354532,0.134845,0.002767,234.47579000000002,7.561768,20.510000228881836,49.560001373291016,49.15999984741211,-888888,0,66.14,159.82,158.52,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,461,0,461,100,15.619999885559082,84.37999725341797,451,10,97.83000183105469,2.1700000762939453,0,0,0,0,0,0.00069165198393,0.108211808765,0.158047380331,0.233438904394,0.088524165161,0.130985051975,33.19200134277344,390351161001,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116100,148809,0,1546,,
1547,,390351161002,CleOH,34.38359314,0.47961856,40.08015155,0.366661409,2401.851346,0.211092504,20.72721245,0.203369993,6593.528023,0.110983828,8.733364046,25.5237747,493,6,1.217039942741394,86,17.44420051574707,66,13.387399673461914,489,99.18864097363083,641,98.46390168970814,0,-99999,0,-99999,330831.49,10669.208,25970.271965,837.532828,0.361411839724,0.679658770561,5.83156169562,49.7537849275,202.751785446,16.0208316099,51.4308581228,70.038264382,497.049414603,8.8040756536,1.157983,264.096872,14.393279,3.037114,11.80513,0.068401,0.027202,0.388222,0.140764,0.002931,20.705195,3.723766,13.944315,0.083191,0.034068,0.456888,0.173776,0.003565,330.83149,10.669208000000001,26.850000381469727,47.380001068115234,52.529998779296875,-888888,0,87.26,153.98,170.7,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,443,38,481,97.56999969482422,9.220000267028809,90.77999877929688,452,41,91.68000030517578,8.319999694824219,0,0,0,0,1,0.000905453113336,0.141523136743,0.206526660492,0.30503817928,0.114224019911,0.171180606022,35.49599838256836,390351161002,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116100,160349,0,1547,,
1548,,390351162001,CleOH,31.65033427,0.47320827,39.66462672,0.371130007,2322.851963,0.217496179,21.35599052,0.205902371,6420.26503,0.103429402,8.138907333,23.95258476,555,13,2.3423399925231934,116,20.90089988708496,56,10.090100288391113,551,99.27927927927928,552,71.1340206185567,0,-99999,0,-99999,498857.99,16088.008,39160.352215,1262.908628,0.293551504612,0.543078124523,8.79336228253,75.0238276709,305.721289685,24.1416676326,77.5509360907,105.737911055,750.403615152,13.2755907981,1.009023,386.26931,21.051677,4.442097,17.266238,0.100044,0.039786,0.567816,0.205882,0.004288,30.283514,5.446397,20.39502,0.121675,0.049829,0.668246,0.254165,0.005215,498.85799,16.088008,23.06999969482422,46.150001525878906,52.04999923706055,-888888,0,116.88,233.81,263.74,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,419,4,423,76.22000122070312,28.149999618530273,71.8499984741211,525,30,94.58999633789062,5.409999847412109,0,0,0,0,0,0.00077787492227,0.121653458654,0.177618385565,0.263166700381,0.099100536584,0.147211016898,39.959999084472656,390351162001,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116200,281355,0,1548,,
1549,,390351162002,CleOH,25.23061917,0.377226872,31.61940879,0.295859127,1851.739314,0.173384534,17.02465984,0.16413968,5118.057859,0.082451536,6.488148508,19.09465765,591,20,3.384089946746826,139,23.519500732421875,50,8.460240364074707,587,99.32318104906938,367,62.098138747884946,0,-99999,0,-99999,253008.69,8159.448,19861.182165,640.516668,0.204210817814,0.388255894184,4.45978037116,38.0502138617,155.055931059,12.244069103,39.3323078411,53.6277074751,380.586538548,6.73305811299,0.674912,217.787794,11.869435,2.50456,9.735114,0.056407,0.022432,0.320148,0.116081,0.002417,17.074563,3.070808,11.499196,0.068603,0.028095,0.376773,0.143304,0.00294,253.00869,8.159448000000001,17.270000457763672,50.869998931884766,48.97999954223633,-888888,0,55.67,163.99,157.89,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,513,27,540,91.37000274658203,13.470000267028809,86.52999877929688,578,13,97.80000305175781,2.200000047683716,0,0,0,0,1,0.0005823320684,0.0911542798775,0.13319204571,0.197343578496,0.0751913904094,0.110380102337,42.551998138427734,390351162002,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116200,190651,0,1549,,
1550,,390351163001,CleOH,17.8092337,0.172600091,14.55415144,0.248379234,1490.102607,0.110753004,10.87485818,0.137271607,4748.871386,0.04379845,3.446521195,16.1526181,528,6,1.1363600492477417,61,11.553000450134277,84,15.909099578857422,525,99.43181818181817,343,47.18019257221458,0,-99999,0,-99999,160497.99,5176.008,12599.092215,406.316628,0.209200814366,0.389885038137,1.19049785412,17.8889708145,98.3665152276,7.74941660564,24.9509433013,34.0622961006,241.734207526,1.79732869515,0.660307,137.859001,7.513316,1.585379,6.162297,0.035705,0.014199,0.202653,0.073479,0.00153,10.808146,1.943812,7.278955,0.043426,0.017784,0.238496,0.090711,0.001861,160.49799,5.1760079999999995,15.5600004196167,49.25,50,-888888,0,39.53,125.16,127.07,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,462,59,521,98.66999816894531,27.520000457763672,72.4800033569336,528,0,100,0,0,0,0,0,0,0.000394825773284,0.0822261473664,0.120034002219,0.177795453744,0.0678964714927,0.0994728059141,38.01599884033203,390351163001,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116300,134265,0,1550,,
1551,,390351163002,CleOH,49.02887437,0.47516925,40.06769736,0.683807781,4102.302569,0.304911777,29.93934441,0.377914326,13073.83641,0.120578151,9.488354058,44.46939885,1167,17,1.4567300081253052,192,16.45240020751953,149,12.767800331115723,1151,98.62896315338475,748,74.72527472527473,0,-99999,1,0,611301.17,19714.264,47987.141845,1547.569724,0.250689595938,0.462090104818,4.53434171421,68.1325501579,374.630464485,29.515805387,95.0311095923,129.735714816,920.71186617,6.84562550734,1.029208,357.269932,19.471211,4.108604,15.969966,0.092533,0.036799,0.525187,0.190425,0.003966,28.009963,5.037506,18.863852,0.11254,0.046088,0.618077,0.235084,0.004823,611.3011700000001,19.714264,19.3799991607666,36.40999984741211,58.40999984741211,-888888,0,68.12,128,205.35,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,832,153,985,84.4000015258789,31.719999313354492,68.27999877929688,1158,9,99.2300033569336,0.7699999809265137,1,0.09000000357627869,0,0,0,0.000491789019529,0.102355113409,0.149343275748,0.221213523821,0.0838154832139,0.123768690577,84.02400207519531,390351163002,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116300,410570,0,1551,,
1552,,390351164001,CleOH,17.5667733,0.235673572,19.81851247,0.200706909,1219.040268,0.109496211,10.75145342,0.111750033,3684.358483,0.048271182,3.798479925,12.88233471,332,2,0.6024100184440613,55,16.566299438476562,37,11.144599914550781,329,99.09638554216868,260,87.54208754208754,2,1,0,-99999,269026.96,8676.032,21118.61636,681.068512,0.281883448362,0.509609520435,4.74213417539,40.4590627297,164.875259728,13.0767501706,41.8230202031,56.8367087204,403.360263804,7.15933573524,0.753508,248.594676,13.54841,2.858839,11.112182,0.064386,0.025605,0.365434,0.132501,0.002759,19.489823,3.505185,13.125799,0.078307,0.032069,0.430069,0.163575,0.003356,269.02696000000003,8.676032,20.239999771118164,54.279998779296875,45.720001220703125,-888888,0,105.37,282.52,237.99,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,318,9,327,98.48999786376953,4.929999828338623,95.06999969482422,324,8,97.58999633789062,2.4100000858306885,0,0,0,0,1,0.000682641180369,0.106806927327,0.156002085329,0.230560224676,0.0876523899448,0.129289656411,23.90399932861328,390351164001,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116400,172934,0,1552,,
1553,,390351164002,CleOH,38.87853396,0.520452818,43.76712414,0.443352634,2692.562866,0.241749242,23.73740327,0.246606924,8130.541745,0.10652341,8.382374753,28.42859677,488,5,1.024590015411377,82,16.803300857543945,50,10.24590015411377,486,99.59016393442623,584,77.762982689747,1,0,0,-99999,303416.64,9785.088,23818.20624,768.129408,0.410944610834,0.778754770756,5.34832054723,45.6686754402,186.087905817,14.7483493806,47.1687132686,64.1021375278,454.921751905,8.07451265634,1.445632,203.559547,11.093995,2.340935,9.099112,0.052722,0.020967,0.299233,0.108497,0.00226,15.959068,2.87019,10.747944,0.064121,0.026259,0.352158,0.133942,0.002748,303.41664000000003,9.785088,30.389999389648438,40.68000030517578,59.31999969482422,-888888,0,80.85,108.22,157.79,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,482,0,482,98.7699966430664,0,100,297,191,60.86000061035156,39.13999938964844,0,0,0,0,1,0.00102485577065,0.160152033649,0.233737888219,0.345126988338,0.128608060853,0.193559356663,35.13600158691406,390351164002,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116400,129970,0,1553,,
1554,,390351164003,CleOH,57.99786216,0.778019873,65.42593928,0.66269175,4024.964999,0.361533578,35.49904967,0.368967564,12164.72812,0.159378601,12.54157224,42.53473912,865,9,1.0404599905014038,182,21.04050064086914,67,7.745659828186035,863,99.76878612716763,254,75.59523809523809,0,-99999,0,-99999,323149.18,10421.456,25367.21063,818.084296,0.3332285285,0.626068532467,5.69614573286,48.589252193,198.037568873,15.7075004479,50.236638546,68.2709859893,484.507346374,8.59963429757,1.138811,253.930143,13.839193,2.920197,11.350677,0.065768,0.026155,0.373277,0.135345,0.002819,19.908123,3.580415,13.407512,0.079988,0.032757,0.439299,0.167086,0.003428,323.14918,10.421456000000001,25.649999618530273,45.7400016784668,54.2599983215332,-888888,0,48.58,86.61,102.76,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,368,0,368,42.540000915527344,0,100,305,560,35.2599983215332,64.73999786376953,0,0,0,0,2,0.000865071496105,0.135226954578,0.197375339467,0.29171758528,0.109712408685,0.16359228477,62.279998779296875,390351164003,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116400,163976,0,1554,,
1555,,390351164004,CleOH,64.4611779,0.864724958,72.71723588,0.736558672,4473.607459,0.401831149,39.45587563,0.410092333,13520.597,0.177140865,13.93928726,47.27586878,707,7,0.9900990128517151,126,17.821800231933594,74,10.46679973602295,702,99.29278642149929,682,65.70327552986512,0,-99999,1,0,540791.56,17440.352,42452.13746,1369.067632,0.477855235338,0.886110424995,9.53252470277,81.313880426,331.418873473,26.2865704036,84.0712272683,114.251792364,810.82515412,14.3915254667,1.71442,357.822883,19.501347,4.114963,15.994683,0.092676,0.036856,0.526,0.19072,0.003972,28.053314,5.045303,18.893048,0.112714,0.046159,0.619034,0.235447,0.004831,540.79156,17.440351999999997,34.88999938964844,40.06999969482422,59.689998626708984,-888888,0,99.47,114.26,170.18,-888888,10,0,100,0,0,0,0,-99999,-99999,-99999,121,149,270,38.189998626708984,82.6500015258789,17.350000381469727,498,209,70.44000244140625,29.559999465942383,0,0,0,0,3,0.00117635137793,0.183623715303,0.2676894236,0.395632158987,0.146171866046,0.221903149415,50.90399932861328,390351164004,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116400,201628,0,1555,,
1556,,390351164005,CleOH,38.69233733,0.519044195,43.6479314,0.44210831,2685.217983,0.241193012,23.68278695,0.246154258,8115.617509,0.106326726,8.366894048,28.37663599,598,7,1.1705700159072876,96,16.053499221801758,92,15.384599685668945,595,99.49832775919732,575,52.80073461891644,1,0,1,0,326440.5,10527.6,25625.57925,826.4166,0.332282543182,0.594402551651,5.75416178097,49.0838707856,200.054432772,15.8674835566,50.7479985708,68.9663356158,489.442122069,8.68722278644,0.98951,287.385628,15.662517,3.304935,12.846138,0.074433,0.029601,0.422457,0.153177,0.00319,22.531033,4.052137,15.173961,0.090526,0.037073,0.497177,0.1891,0.00388,326.4405,10.5276,24.760000228881836,51.16999816894531,48.540000915527344,-888888,0,70.99,146.72,139.18,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,407,28,435,72.73999786376953,4.809999942779541,95.19000244140625,445,153,74.41000366210938,25.59000015258789,0,0,0,0,2,0.000834807965766,0.130513851274,0.190518049633,0.281585326309,0.106089348336,0.157906151837,43.055999755859375,390351164005,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116400,171535,0,1556,,
1557,,390351165001,CleOH,36.10918595,0.43665685,36.85593337,0.40351105,2453.329502,0.2149681,21.10775798,0.224406952,7325.853127,0.034083105,2.678361767,11.46470878,472,5,1.0593199729919434,82,17.372900009155273,43,9.110170364379883,461,97.66949152542372,292,83.42857142857143,0,-99999,4,0,510431.44,16461.248,40068.86804,1292.207968,0.372682243586,0.695030868053,3.78613796966,76.7650022533,312.818726422,24.7900224322,33.9041079187,96.0951044998,681.970289517,5.7160408926,1.320331,380.594424,20.742396,4.376836,17.012571,0.098574,0.039201,0.559474,0.202857,0.004225,29.838603,5.366381,20.095386,0.119887,0.049097,0.658428,0.250431,0.005138,510.43144,16.461248,28.649999618530273,43.90999984741211,55.709999084472656,-888888,0,140.63,215.56,273.45,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,192,28,220,46.61000061035156,17.1200008392334,82.87999725341797,287,185,60.810001373291016,39.189998626708984,0,0,0,0,0,0.000727142075404,0.15094822732,0.220228810299,0.355971757888,0.121461593037,0.12081590507,33.98400115966797,390351165001,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116500,231880,0,1557,,
1558,,390351165002,CleOH,44.52828259,0.518776995,43.78496279,0.631206449,3836.948931,0.336037634,32.99559809,0.350560453,11444.18374,0.053243987,4.184086964,17.91009362,924,13,1.4069299697875977,168,18.181800842285156,92,9.956709861755371,921,99.67532467532467,351,71.05263157894737,0,-99999,1,0,510739.04,16471.168,40093.01464,1292.986688,0.29813221097,0.54976862669,3.78841960035,56.9480492902,313.4380876,24.8049615804,33.9244288004,96.1530140481,682.381263538,5.71948553578,1.009023,399.061758,21.748866,4.58921,17.838061,0.103357,0.041103,0.586621,0.2127,0.00443,31.286442,5.626771,21.070461,0.125704,0.051479,0.690377,0.262583,0.005387,510.73904,16.471168000000002,22.860000610351562,46.22999954223633,53.77000045776367,-888888,0,71.88,145.35,169.07,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,312,0,312,33.77000045776367,0,100,286,638,30.950000762939453,69.05000305175781,0,0,0,0,1,0.000580255827693,0.120720133034,0.17609283382,0.284541262847,0.0982010669225,0.0965629507155,66.52799987792969,390351165002,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116500,290759,0,1558,,
1559,,390351165003,CleOH,51.80936021,0.626525377,52.8816567,0.578959569,3520.231095,0.308436918,30.28547865,0.321976161,10511.0383,0.048902373,3.842907347,16.44962009,733,9,1.2278300523757935,108,14.734000205993652,79,10.777600288391113,730,99.59072305593452,360,30.98106712564544,0,-99999,0,-99999,389090.93,12548.056,30543.638005,985.022396,0.339270502329,0.624975323677,2.88609170259,58.5175577622,238.479613188,18.8969019676,25.8447632733,73.2512354221,519.851312804,4.35721527424,1.138811,296.350017,16.151076,3.408025,13.246846,0.076755,0.030524,0.435635,0.157955,0.003289,23.233841,4.178535,15.647281,0.09335,0.038229,0.512686,0.194998,0.004001,389.09093,12.548056,26.469999313354492,46,54,-888888,0,69.03,119.98,140.82,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,527,26,553,75.44000244140625,4.96999979019165,95.02999877929688,441,292,60.15999984741211,39.84000015258789,0,0,0,0,1,0.000671809381355,0.139514213334,0.203637642978,0.329091560462,0.112768457463,0.111690838685,52.7760009765625,390351165003,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116500,191312,0,1559,,
1560,,390351165004,CleOH,20.59883419,0.249094775,21.02480486,0.230191096,1399.549714,0.122632698,12.04132751,0.128017161,4179.170517,0.047097681,3.706137783,14.94563231,464,5,1.077589988708496,61,13.146599769592285,91,19.61210060119629,464,100,469,82.71604938271605,1,1,0,-99999,120563.82,3888.144,9464.25987,305.219304,0.222644582391,0.39443513751,2.1251766408,18.1317150214,73.8877946143,5.85539911553,18.742784833,25.5042814368,180.999461793,3.20844001992,0.562912,133.030028,7.250137,1.529845,5.946442,0.034455,0.013702,0.195554,0.070905,0.001477,10.429554,1.875723,7.023985,0.041904,0.017161,0.230142,0.087534,0.001796,120.56382,3.8881439999999996,16.6200008392334,60.869998931884766,39.130001068115234,-888888,0,33.79,123.72,79.52,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,452,0,452,97.41000366210938,3.119999885559082,96.87999725341797,192,272,41.380001068115234,58.619998931884766,0,0,0,0,1,0.000560589295506,0.0877598091393,0.128243686479,0.189382970623,0.0724546351457,0.106278249626,33.40800094604492,390351165004,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116500,94378,0,1560,,
1561,,390351166001,CleOH,38.1454524,0.465627974,39.19873391,0.537505707,3334.740637,0.287113323,28.19171088,0.297669259,9927.412074,0.050530039,3.970817903,15.47197518,694,4,0.5763689875602722,100,14.409199714660645,104,14.985600471496582,694,100,603,74.62871287128714,0,-99999,0,-99999,340205.6,10971.52,26706.1396,861.26432,0.341486096382,0.636545181274,2.52348354492,37.9468296791,209.18721934,16.5206385666,22.5963137087,63.9897529012,454.124177702,3.80977535688,1.208418,241.057055,13.137609,2.772156,10.77525,0.062434,0.024829,0.354354,0.128483,0.002676,18.898873,3.398904,12.727812,0.075933,0.031096,0.417029,0.158616,0.003254,340.2056,10.97152,26.3700008392334,42.7599983215332,57.15999984741211,-888888,0,63.75,103.38,138.18,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,579,67,646,93.08000183105469,20.040000915527344,79.95999908447266,687,7,98.98999786376953,1.0099999904632568,0,0,0,0,0,0.000669269074863,0.139200946665,0.20308453859,0.327856688507,0.112437365397,0.111264445054,49.96799850463867,390351166001,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116600,167866,0,1561,,
1562,,390351166002,CleOH,41.00709489,0.500559775,42.13945919,0.577838423,3584.964295,0.3086574,30.30712785,0.320001062,10672.18837,0.054321529,4.268765426,16.63295607,997,19,1.9057199954986572,220,22.066200256347656,96,9.628890037536621,985,98.79638916750251,717,82.6036866359447,0,-99999,1,0,654042.19,21092.648,51342.311915,1655.772868,0.266181707382,0.500136196613,4.85137429881,72.9523851648,402.163783242,31.7607782714,43.4418092633,123.019721383,873.049625627,7.32425867718,0.986484,440.264256,23.994402,5.063039,19.679812,0.114028,0.045347,0.647188,0.234661,0.004887,34.516718,6.207726,23.245953,0.138683,0.056794,0.761657,0.289694,0.005944,654.0421899999999,21.092648,19.729999542236328,39.9900016784668,58.88999938964844,-888888,0,85.31,172.87,254.63,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,143,112,255,25.579999923706055,53.08000183105469,46.91999816894531,947,50,94.9800033569336,5.019999980926514,3,0.30000001192092896,0,0,0,0.000500825719752,0.104273777886,0.152263408591,0.245814901765,0.0854231326524,0.0834161830481,71.78399658203125,390351166002,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116600,431362,0,1562,,
1563,,390351166003,CleOH,44.78064715,0.546610505,46.01647427,0.627767142,3898.001012,0.336244457,33.01590611,0.349490677,11655.68113,0.059328041,4.662195435,18.16585748,938,12,1.2793200016021729,166,17.697200775146484,120,12.79319953918457,934,99.57356076759062,643,62.54863813229572,0,-99999,0,-99999,491260.27,15842.984,38563.931195,1243.674244,0.310604095459,0.574528872967,3.64393533681,54.7438256198,301.004524507,23.8559664003,32.6297060777,92.4018396155,655.759829208,5.50135350642,1.009023,383.099013,20.878896,4.405639,17.124526,0.099223,0.039459,0.563156,0.204192,0.004252,30.034963,5.401696,20.227628,0.120676,0.04942,0.662761,0.252079,0.005172,491.26027,15.842984,22.90999984741211,45.720001220703125,53.959999084472656,-888888,0,68.11,135.93,160.44,-888888,0,0,-99999,-99999,-99999,0,0,-99999,-99999,-99999,457,82,539,57.459999084472656,26.170000076293945,73.83000183105469,893,45,95.19999694824219,4.800000190734863,0,0,0,0,0,0.000581381420266,0.120925267446,0.176361518102,0.285089544315,0.0984416948806,0.0967479584393,67.53600311279297,390351166003,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116600,279236,0,1563,,
1564,,390351167001,CleOH,21.44914148,0.205264259,17.23488745,0.29931181,1770.571746,0.122493486,12.02765826,0.165675114,5523.794352,0.023518028,1.848124651,8.465056621,826,9,1.0895899534225464,129,15.617400169372559,121,14.648900032043457,820,99.27360774818402,405,58.61070911722142,0,-99999,1,0,748929.1,24152.72,58790.93435,1895.98852,0.156698808074,0.289341449738,5.55520030152,83.4690536097,458.9546932,36.1752747742,49.7443046143,141.701231654,1005.62906382,8.38684494451,0.355144,938.424919,51.144158,10.791887,41.947594,0.243052,0.096658,1.379485,0.50018,0.010417,73.572514,13.231791,49.548836,0.295604,0.121057,1.623475,0.617484,0.012669,748.9291,24.152720000000002,11.819999694824219,67.75,28.799999237060547,-888888,0,117.91,676.08,287.43,-888888,8353,1.0099999904632568,38.439998626708984,33.599998474121094,53.33000183105469,2086,0.25,11.84000015258789,61.70000076293945,88.16000366210938,365,192,557,67.43000030517578,43.95000076293945,56.04999923706055,276,550,33.40999984741211,66.58999633789062,0,0,0,0,0,0.000299897591063,0.0624889589835,0.0912685114535,0.147536756011,0.0520906729813,0.0500639206035,59.47200012207031,390351167001,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cleveland, OH",39,035,116700,824801,0,1564,,
